Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,rsi14,ema20,ema50,ema100,ema200,atr14
2025-12-19 00:00:00-05:00,115.97696632618475,116.79153657881096,115.1921962227349,115.91736602783203,45412800,0.0,0.0,,115.91736602783203,115.91736602783203,115.91736602783203,115.91736602783203,
2025-12-22 00:00:00-05:00,116.56305674309674,117.67564365102822,116.56305674309674,117.3676986694336,11768600,0.0,0.0,,116.0554929460798,115.97424181769877,115.94608548608157,115.93179719839523,
2025-12-23 00:00:00-05:00,117.68558094503335,119.23524935952017,117.53657261774538,118.62928771972656,12567600,0.0,0.0,,116.30061625785567,116.07836126483711,115.99921820357949,115.95863790010002,
2025-12-24 00:00:00-05:00,118.53989055724838,119.2551244849581,118.33128192481281,118.43061828613281,6137400,0.0,0.0,,116.50347359388206,116.17060663822126,116.04736473986767,115.98323471986154,
2025-12-26 00:00:00-05:00,118.10279793258158,118.758431539622,117.74518097944652,118.32134246826172,8066100,0.0,0.0,,116.6766039628706,116.25494921979147,116.09239400181607,116.00649947357697,
2025-12-29 00:00:00-05:00,119.35446002118661,120.49684711566579,118.60942594811912,119.73194122314453,14782500,0.0,0.0,,116.96758846384907,116.39130184737394,116.16446424382258,116.04356854571196,
2025-12-30 00:00:00-05:00,120.29816845104502,120.99353814268906,119.83127921295453,120.18889617919922,11150500,0.0,0.0,,117.2743796748348,116.54022711528866,116.24415596531519,116.0848155868412,
2025-12-31 00:00:00-05:00,120.37763974026633,120.45711186085562,119.07631597585063,119.54319763183594,10559900,0.0,0.0,,117.49045757550158,116.65799066495718,116.30948352306807,116.11922734848294,
2026-01-02 00:00:00-05:00,119.29485111594778,121.86770603383496,118.81803355745646,121.83790588378906,14175100,0.0,0.0,,117.90450027152896,116.86112459510746,116.41895723318135,116.17612962246609,
2026-01-05 00:00:00-05:00,124.38095230413707,125.09618621633267,121.57962453395653,124.52996063232422,30112200,0.0,0.0,,118.5354964963666,117.1618632632336,116.57957116187724,116.2592523190816,
2026-01-06 00:00:00-05:00,124.52002885557945,124.96705385497772,120.19883266800142,120.24850463867188,23328600,0.0,0.0,,118.69864012896711,117.28290802305472,116.65222330993258,116.29894637201285,
2026-01-07 00:00:00-05:00,119.00677563405961,119.32465652650383,117.48689980134242,117.7054443359375,20353000,0.0,0.0,,118.60405005344047,117.29947807454032,116.67307917183366,116.31294137662903,
2026-01-08 00:00:00-05:00,118.19220505090117,122.81141009874412,117.87432415932456,122.09618377685547,20232700,0.0,0.0,,118.93663421757523,117.48758418051347,116.78046738183409,116.3704860771288,
2026-01-09 00:00:00-05:00,122.4140674135384,124.0332720571173,122.28492332480052,123.78492736816406,16137700,0.0,0.0,66.79388902731569,119.39837642239323,117.7345388153233,116.91916955978121,116.444261612363,2.3656623905544305
2026-01-12 00:00:00-05:00,123.6359162811852,123.67565233999679,121.74849517146582,123.2087631225586,15314900,0.0,0.0,65.19038164066002,119.76127039383755,117.94921427835214,117.04371596696491,116.51157008510125,2.3968832363131582
2026-01-13 00:00:00-05:00,124.17234424691262,126.29817417410949,123.98359985841621,125.7021484375,21619700,0.0,0.0,66.64021284108298,120.32706830275778,118.25325091204422,117.21517007529235,116.60301862592115,2.4919641954813514
2026-01-14 00:00:00-05:00,126.5067780569478,130.8478457773565,126.2882335266516,129.33790588378906,27593900,0.0,0.0,69.52896731889373,121.18524331047504,118.68794326387736,117.45522424971801,116.72973392201935,2.7261175276077743
2026-01-15 00:00:00-05:00,128.27500915527344,129.337916588086,127.45050293323732,128.27500915527344,17400000,0.0,0.0,67.40429770115935,121.86045910521776,119.0639066321674,117.66947741616465,116.84461228254925,2.794944034372302
2026-01-16 00:00:00-05:00,128.0564613080259,129.29818477469024,128.0167176687486,129.02996826171875,16592400,0.0,0.0,68.50962787445638,122.543269501075,119.45473257842433,117.89443763092811,116.96585960572506,2.814102359069884
2026-01-20 00:00:00-05:00,130.6392422928985,131.0664030646928,129.20878953412497,129.59620666503906,16477300,0.0,0.0,67.56281325805767,123.21497780240492,119.85243744456608,118.12615582962337,117.09153470084262,2.804168798753454
