Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,rsi14,ema20,ema50,ema100,ema200,atr14
2025-12-19 00:00:00-05:00,251.6483311790547,268.2716200619119,251.6483311790547,265.8126220703125,62312100,0.0,0.0,,265.8126220703125,265.8126220703125,265.8126220703125,265.8126220703125,
2025-12-22 00:00:00-05:00,277.03807341876205,279.8769228912229,268.181665962978,276.4783020019531,30961900,0.0,0.0,,266.8284011114211,266.2308840284161,266.02382365311723,265.9187482387865,
2025-12-23 00:00:00-05:00,275.80858250054854,281.7461555531578,272.2100302677145,276.1584167480469,20767600,0.0,0.0,,267.716974029195,266.62019903702907,266.22450866489805,266.0206354876349,
2025-12-24 00:00:00-05:00,277.8877515587193,289.1831767401188,277.13805438724796,286.5642395019531,18592600,0.0,0.0,,269.5119516932672,267.40231827094766,266.62727561216644,266.22504945792656,
2025-12-26 00:00:00-05:00,290.7225632877798,290.75254995440923,283.30557635904245,284.6750183105469,17878500,0.0,0.0,,270.95605327586526,268.07967905681426,266.9846566556987,266.40863123755463,
2025-12-29 00:00:00-05:00,280.3299865722656,294.5,278.5,294.3699951171875,26642900,0.115,0.0,,273.18595249884834,269.1106718434956,267.5269405856292,266.68685376372014,
2025-12-30 00:00:00-05:00,294.70001220703125,298.8299865722656,292.010009765625,292.6300048828125,23056400,0.0,0.0,,275.03776701160683,270.03299862935114,268.02403096775157,266.9449945708753,
2025-12-31 00:00:00-05:00,293.1700134277344,293.1700134277344,284.17999267578125,285.4100036621094,17573800,0.0,0.0,,276.0255990735595,270.63601843455734,268.36830765476856,267.1287260046189,
2026-01-02 00:00:00-05:00,295.1300048828125,315.6000061035156,294.8599853515625,315.4200134277344,42604300,0.0,0.0,,279.77744805967137,272.392253532329,269.30002460076787,267.609236327237,
2026-01-05 00:00:00-05:00,325.1300048828125,325.5299987792969,309.54998779296875,312.1499938964844,34608600,0.0,0.0,,282.8605476631774,273.95138060543314,270.1485388442474,268.05242794484144,
2026-01-06 00:00:00-05:00,318.2799987792969,344.54998779296875,318.05999755859375,343.42999267578125,48732400,0.0,0.0,,288.6290662358063,276.6760320591723,271.5996567419015,268.8024534645523,
2026-01-07 00:00:00-05:00,340.7099914550781,346.29998779296875,337.17999267578125,339.54998779296875,32781100,0.0,0.0,,293.4786778126789,279.14167738206635,272.9452078518236,269.50640903000914,
2026-01-08 00:00:00-05:00,342.8999938964844,343.6600036621094,321.3599853515625,327.0199890136719,33897700,0.0,0.0,,296.67308840324966,281.0192582303646,274.0159955976028,270.0786834577073,
2026-01-09 00:00:00-05:00,332.75,345.79998779296875,326.19000244140625,345.0899963378906,33387500,0.0,0.0,78.11740649236312,301.2842224922631,283.5318361953656,275.423401552856,270.8250646803957,15.864675159911355
2026-01-12 00:00:00-05:00,340.54998779296875,348.4700012207031,339.32000732421875,345.8699951171875,23152600,0.0,0.0,78.23781368890053,305.5304865517797,285.9764698785743,276.8183836036348,271.5717804061349,15.33086837517044
2026-01-13 00:00:00-05:00,346.2699890136719,351.2300109863281,335.2200012207031,338.1300048828125,23881300,0.0,0.0,72.20403945415205,308.63520258330664,288.02170654540714,278.03247511411354,272.2340512964501,15.469847585507198
2026-01-14 00:00:00-05:00,334.8399963378906,339.1000061035156,328.20001220703125,333.3500061035156,20277200,0.0,0.0,69.95658237294604,310.98899339475514,289.7992869202349,279.127871767369,272.84217024975425,15.567266772010132
2026-01-15 00:00:00-05:00,345.3299865722656,347.7699890136719,336.2699890136719,336.6300048828125,25370200,0.0,0.0,68.38433297197182,313.43099448885584,291.6357856638654,280.2665278686649,273.4768750719738,15.666925551873296
2026-01-16 00:00:00-05:00,353.1000061035156,365.80999755859375,352.0400085449219,362.75,47901900,0.0,0.0,74.33834815213527,318.12804263277434,294.42457838292955,281.89986395047356,274.36516487225265,17.219284057617188
2026-01-20 00:00:00-05:00,364.67999267578125,381.55999755859375,361.3500061035156,365.0,49744900,0.0,0.0,73.08924460470412,322.5920385725101,297.19224197575585,283.545411198979,275.26700402775265,17.51999773297991
2026-01-21 00:00:00-05:00,372.8500061035156,394.20001220703125,366.7300109863281,389.1099853515625,56712800,0.0,0.0,77.51539369101494,328.927081122896,300.7968593630424,285.6357988059609,276.39977001107417,19.11857169015067
2026-01-22 00:00:00-05:00,396.6400146484375,397.7799987792969,376.9200134277344,397.5799865722656,39607600,0.0,0.0,81.76360034470326,335.465453070455,304.59227611634526,287.8525153953927,277.6055433101905,19.966426304408483
2026-01-23 00:00:00-05:00,397.1600036621094,412.42999267578125,390.739990234375,399.6499938964844,35404200,0.0,0.0,78.33545640234662,341.57826648245776,308.3200297547821,290.06632685085987,278.8199159528402,19.359283447265625
